cluster_ID_function
NP_705675.1:DNA primase
NP_705679.1:gp55
NP_705680.2:gp56
NP_720313.1:hypothetical protein ST64Tp39
NP_720323.1:hypothetical protein ST64Tp49
NP_720335.1:DNA ejection
NP_720339.1:tail spike protein
NP_757382.1:Rz-like spanin
NP_758429.1:hypothetical protein MM1p28
NP_758908.1:ORF15
NP_758911.1:ORF18
NP_758947.1:ORF56
NP_775190.1:ORF.68
NP_775192.1:ORF.66
NP_775201.1:ORF.57
NP_775210.1:ORF.47
NP_775235.1:ORF.23
NP_775240.1:virion structural protein
NP_775247.1:ORF.11
NP_803261.1:hypothetical protein phi11_08
NP_803281.1:rinA
NP_803286.1:head scaffolding protein
NP_803309.1:hypothetical protein phi12p03
NP_803370.1:replication initiation protein
NP_803372.1:DUF3269 family protein
NP_803382.1:HNH endonuclease
NP_803400.1:DUF2951 family protein
NP_803572.1:PHIKZ006
NP_803584.1:PHIKZ018
NP_803588.1:PHIKZ022
NP_803593.1:PHIKZ027
NP_803597.1:PHIKZ031
NP_803599.1:PHIKZ033
NP_803605.1:tubulin PhuZ
NP_803615.1:PHIKZ049
NP_803618.2:PHIKZ052
NP_803619.1:PHIKZ053
NP_803630.1:PHIKZ064
NP_803634.1:PHIKZ068
NP_803647.1:virion structural protein
NP_803651.1:virion structural protein
NP_803657.2:virion structural protein
NP_803666.1:PHIKZ100
NP_803669.1:PHIKZ103
NP_803672.1:PHIKZ106
NP_803673.1:PHIKZ107
NP_803675.1:PHIKZ109
NP_803678.1:PHIKZ112
NP_803679.1:PHIKZ113
NP_803686.1:major head protein
NP_803688.1:PHIKZ122
NP_803694.1:PHIKZ128
NP_803696.1:PHIKZ130
NP_803702.1:PHIKZ136
NP_803705.1:PHIKZ139
NP_803713.1:PHIKZ147
NP_803714.1:PHIKZ148
NP_803715.1:RNA polymerase beta subunit
NP_803716.1:PHIKZ150
NP_803723.1:virion structural protein
NP_803726.1:virion structural protein
NP_803733.1:PHIKZ167
NP_803736.1:PHIKZ170
NP_803738.1:PHIKZ172
NP_803743.1:PHIKZ177
NP_803749.1:PHIKZ183
NP_803751.1:PHIKZ185
NP_803757.1:PHIKZ191
NP_803766.1:PHIKZ200
NP_803771.1:PHIKZ205
NP_803772.1:PHIKZ206
NP_803781.1:PHIKZ215
NP_803782.1:PHIKZ216
NP_803788.1:PHIKZ222
NP_803790.1:virion structural protein
NP_803793.1:PHIKZ227
NP_803797.1:PHIKZ231
NP_803799.1:PHIKZ233
NP_803816.1:PHIKZ250
NP_803820.1:PHIKZ254
NP_803823.1:PHIKZ257
NP_803825.1:PHIKZ259
NP_803829.1:PHIKZ263
NP_803836.1:PHIKZ270
NP_803838.1:endonuclease
NP_803848.2:PHIKZ282
NP_803850.1:PHIKZ284
NP_803853.1:PHIKZ287
NP_803862.1:HNH endonuclease
NP_803868.1:PHIKZ302
NP_813748.1:RNA polymerase
NP_813762.1:hypothetical protein gh-1p16
NP_813763.1:hypothetical protein gh-1p17
NP_813769.1:hypothetical protein gh-1p23
NP_813808.1:gp47.1 hypothetical predicted membrane protein
NP_817368.1:hypothetical protein PBI_CHE8_30
NP_817377.2:hypothetical protein PBI_CHE8_39
NP_817378.1:hypothetical protein PBI_CHE8_40
NP_817388.1:hypothetical protein PBI_CHE8_50
NP_817398.1:hypothetical protein PBI_CHE8_60
NP_817410.1:hypothetical protein PBI_CHE8_72
NP_817412.1:hypothetical protein PBI_CHE8_74
NP_817415.1:hypothetical protein PBI_CHE8_77
NP_817436.2:hypothetical protein PBI_CHE8_98
NP_817444.1:hypothetical protein PBI_CHE8_106
NP_817451.1:gp1
NP_817459.1:gp9
NP_817463.1:head-tail connector protein
NP_817481.1:gp31
NP_817483.1:holin
NP_817484.1:gp34
NP_817491.1:gp41
NP_817503.1:gp54
NP_817507.1:gp58
NP_817512.1:gp63
NP_817521.1:gp72
NP_817524.1:gp75
NP_817528.1:gp79
NP_817535.1:gp86
NP_817545.1:gp96
NP_817559.1:gp112
NP_817566.1:gp119
NP_817568.1:gp121
NP_817572.1:gp125
NP_817575.1:gp128
NP_817578.1:gp131
NP_817579.1:gp132
NP_817581.1:gp134
NP_817591.1:gp144
NP_817608.1:hypothetical protein PBI_BXZ2_191
NP_817625.1:hypothetical protein PBI_BXZ2_36
NP_817630.1:hypothetical protein PBI_BXZ2_41
NP_817631.1:hypothetical protein PBI_BXZ2_42
NP_817632.1:hypothetical protein PBI_BXZ2_43
NP_817660.1:hypothetical protein PBI_BXZ2_71
NP_817669.1:hypothetical protein PBI_BXZ2_80
NP_817675.1:hypothetical protein PBI_BXZ2_86
NP_817716.1:gp38
NP_817734.1:gp57
NP_817744.1:gp67
NP_817783.1:gp22
NP_817786.1:gp25
NP_817796.1:gp35
NP_817808.1:holin
NP_817816.1:gp55
NP_817820.1:gp59
NP_817824.1:gp63
NP_817828.1:gp67
NP_817834.1:gp73
NP_817839.1:gp78
NP_817846.1:gp85
NP_817849.1:gp88
NP_817855.1:gp4
NP_817863.1:gp12
NP_817864.1:gp13
NP_817871.1:gp20
NP_817872.1:gp21
NP_817878.1:gp27
NP_817881.1:gp30
NP_817884.1:gp33
NP_817891.1:gp40
NP_817895.1:gp44
NP_817916.1:gp65
NP_817923.1:gp72
NP_817938.1:Ku-like DNA end binding
NP_817939.1:gp88
NP_817942.1:gp91
NP_817945.1:gp94
NP_817969.1:gp118
NP_817973.1:gp122
NP_817975.1:terminase small subunit
NP_817981.1:hypothetical protein PBI_CHE9D_8
NP_817994.1:minor tail protein
NP_818012.1:hypothetical protein PBI_CHE9D_39
NP_818015.1:hypothetical protein PBI_CHE9D_42
NP_818019.1:hypothetical protein PBI_CHE9D_46
NP_818031.1:hypothetical protein PBI_CHE9D_58
NP_818033.1:hypothetical protein PBI_CHE9D_60
NP_818041.1:WhiB family transcription factor
NP_818066.1:hypothetical protein PBI_CHE9D_93
NP_818072.1:AlpA-like transcriptional regulator
NP_818086.1:gp10
NP_818087.1:gp11
NP_818092.1:gp16
NP_818097.1:gp21
NP_818100.1:gp24
NP_818101.1:gp25
NP_818103.1:gp27
NP_818107.1:protease
NP_818112.1:gp36
NP_818119.1:gp43
NP_818127.1:gp51
NP_818128.1:gp52
NP_818132.1:HTH DNA binding protein
NP_818134.1:gp58
NP_818143.1:gp67
NP_818147.1:gp71
NP_818148.1:gp72
NP_818150.1:gp74
NP_818151.1:gp75
NP_818154.1:gp78
NP_818157.1:gp81
NP_818163.1:gp90
NP_818178.1:gp105
NP_818182.1:gp109
NP_818183.1:gp110
NP_818194.1:gp121
NP_818202.1:tail length tape measure protein
NP_818214.1:gp141
NP_818217.1:gp144
NP_818219.1:gp146
NP_818220.1:gp147
NP_818234.1:gp183
NP_818242.1:gp191
NP_818254.1:gp203
NP_818265.1:gp215
NP_818271.1:gp221
NP_818290.1:gp240
NP_818299.1:gp249
NP_818300.1:2-aminooxy adenylosuccinate synthetase
NP_818320.1:gp19
NP_818330.1:gp29
NP_818365.1:gp64
NP_818389.1:gp90
NP_818403.1:esterase
NP_818409.1:gp111
NP_818412.1:gp114
NP_818424.1:gp126
NP_818428.1:tail fiber protein
NP_818448.1:gp148
NP_818452.1:gp152
NP_818472.1:gp172
NP_818480.1:gp180
NP_818482.1:gp182
NP_818486.1:gp185
NP_818487.1:gp186
NP_818489.1:gp188
NP_818508.1:gp208
NP_818513.1:gp213
NP_818521.1:gp221
NP_818524.1:gp224
NP_818529.1:gp229
NP_818532.1:gp232
NP_818589.1:gp51
NP_848240.1:membrane protein
NP_848247.2:hypothetical protein epsilon15_p20
NP_852018.1:tail protein
NP_853561.1:hypothetical protein SP6p01
NP_853575.1:gp15
NP_853577.1:polysaccharide chain length determinant protein
NP_853599.1:holin
NP_858996.1:hypothetical protein Xp10p49
NP_859322.1:DUF4752 family protein
NP_859344.1:cell division protein ZapA
NP_859347.1:DUF1317 domain-containing protein
NP_859359.1:hypothetical protein Stx2II_p114
NP_859361.1:anti-termination protein N-like
NP_859363.1:hypothetical protein Stx2II_p118
NP_859373.1:hypothetical protein Stx2II_p127
NP_859398.1:transposase
NP_859400.1:hypothetical protein Stx2II_p153
NP_859401.1:DUF1378 family protein
NP_861595.1:hypothetical protein HfxHF1_050
NP_861597.1:hypothetical protein HfxHF1_060
NP_861604.1:hypothetical protein HfxHF1_115
NP_861622.1:hypothetical protein HfxHF1_270
NP_861623.1:hypothetical protein HfxHF1_275
NP_861638.1:putative CxxC motif protein
NP_861696.1:FmdB-like transcriptional regulator
NP_861710.1:RB69ORF020c hypothetical protein
NP_861715.1:RB69ORF025c hypothetical protein
NP_861722.1:RB69ORF032c hypothetical protein
NP_861731.1:RB69ORF041c hypothetical protein
NP_861780.1:gp49.1 conserved protein of unknown function
NP_861781.1:RB69ORF091c hypothetical protein
NP_861823.1:RB69ORF133c hypothetical protein
NP_861910.1:gp30.9 conserved hypothetical protein
NP_861924.1:Rz-like spanin
NP_877459.1:hypothetical protein phiKMVp20
NP_878219.1:gp44
NP_891574.1:hypothetical protein RB49p003
NP_891575.1:hypothetical protein RB49p004
NP_891606.1:hypothetical protein RB49p035
NP_891609.1:hypothetical protein RB49p038
NP_891636.1:hypothetical protein RB49p065
NP_891637.1:hypothetical protein RB49p066
NP_891641.1:hypothetical protein RB49p070
NP_891645.1:hypothetical protein RB49p074
NP_891647.1:hypothetical protein RB49p076
NP_891649.1:hypothetical protein RB49p078
NP_891668.1:hypothetical protein RB49p097
NP_891695.1:hypothetical protein RB49p124
NP_891701.1:hypothetical protein RB49p130
NP_891711.1:hypothetical protein RB49p140
NP_891728.1:prohead
NP_891733.1:hypothetical protein RB49p162
NP_891737.1:gp24.3 conserved hypothetical protein
NP_891757.1:hypothetical protein RB49p186
NP_891761.1:hypothetical protein RB49p190
NP_891769.1:hypothetical protein RB49p198
NP_891782.1:hypothetical protein RB49p211
NP_891796.1:hypothetical protein RB49p225
NP_891797.1:hypothetical protein RB49p226
NP_891828.1:hypothetical protein RB49p257
NP_891835.1:hypothetical protein RB49p264
NP_891838.1:hypothetical protein RB49p267
NP_891839.1:hypothetical protein RB49p268
NP_891842.1:hypothetical protein RB49p271
NP_899262.1:hypothetical protein KVP40.0014
NP_899275.1:hypothetical protein KVP40.0027
NP_899277.1:hypothetical protein KVP40.0029
NP_899278.1:hypothetical protein KVP40.0030
NP_899296.1:hypothetical protein KVP40.0048
NP_899300.1:hypothetical protein KVP40.0052
NP_899312.1:late sigma transcription factor
NP_899315.1:hypothetical protein KVP40.0067
NP_899316.1:hypothetical protein KVP40.0068
NP_899346.1:hypothetical protein KVP40.0098
NP_899355.1:hypothetical protein KVP40.0107
NP_899362.1:hypothetical protein KVP40.0114
NP_899378.1:hypothetical protein KVP40.0130
NP_899400.1:hypothetical protein KVP40.0154
NP_899402.1:Dda-like helicase
NP_899403.1:hypothetical protein KVP40.0157
NP_899437.1:hypothetical protein KVP40.0191
NP_899438.1:hypothetical protein KVP40.0192
NP_899441.1:hypothetical protein KVP40.0195
NP_899469.1:hypothetical protein KVP40.0223
NP_899478.1:hypothetical protein KVP40.0232
NP_899481.1:hypothetical protein KVP40.0235
NP_899486.1:hypothetical protein KVP40.0240
NP_899490.1:hypothetical protein KVP40.0244
NP_899505.1:hypothetical protein KVP40.0259
NP_899519.1:hypothetical protein KVP40.0273
NP_899541.1:hypothetical protein KVP40.0294
NP_899546.1:hypothetical protein KVP40.0299
NP_899564.1:hypothetical protein KVP40.0317
NP_899574.1:baseplate hub assembly catalyst
NP_899605.1:prohead
NP_899617.1:hypothetical protein KVP40.0372
NP_899618.1:hypothetical protein KVP40.0373
NP_899619.1:hypothetical protein KVP40.0374
NP_918962.1:hypothetical protein Nazgul28
NP_919007.1:hypothetical protein Nazgul73
NP_932374.1:hypothetical protein ST44RRORF019c
NP_932382.1:hypothetical protein ST44RRORF027c
NP_932401.1:hypothetical protein ST44RRORF046c
NP_932408.1:hypothetical protein ST44RRORF053c
NP_932428.1:hypothetical protein ST44RRORF073c
NP_932434.1:hypothetical protein ST44RRORF079c
NP_932462.1:hypothetical protein ST44RRORF107c
NP_932480.1:hypothetical protein ST44RRORF125c
NP_932487.1:tail fiber chaperone
NP_932513.1:head scaffolding protein
NP_932598.1:hypothetical protein ST44RRORF243c
NP_938217.1:hypothetical protein D3112p10
NP_938218.1:hypothetical protein D3112p11
NP_938222.1:hypothetical protein D3112p15
NP_938229.1:Rz-like spanin
NP_938232.1:hypothetical protein D3112p25
NP_938250.1:hypothetical protein D3112p43
NP_938251.1:tail length tape measure protein
NP_938253.1:hypothetical protein D3112p46
NP_938262.1:hypothetical protein D3112p55
NP_943781.1:hypothetical protein PBI_PG1_3
NP_943789.1:hypothetical protein PBI_PG1_11
NP_943815.1:hypothetical protein PBI_PG1_37
NP_943833.1:hypothetical protein PBI_PG1_55
NP_943843.1:hypothetical protein PBI_PG1_65
NP_943845.1:hypothetical protein PBI_PG1_67
NP_943852.1:hypothetical protein PBI_PG1_74
NP_943854.1:hypothetical protein PBI_PG1_76
NP_943855.1:hypothetical protein PBI_PG1_77
NP_943865.1:hypothetical protein PBI_PG1_87
NP_943897.1:clamp loader small subunit
NP_943901.1:gp45.2 conserved hypothetical protein
NP_943921.1:hypothetical protein Aeh1p043
NP_943942.1:hypothetical protein Aeh1p064
NP_943953.1:hypothetical protein Aeh1p075
NP_943965.1:hypothetical protein Aeh1p087
NP_943988.1:hypothetical protein Aeh1p110
NP_944019.1:hypothetical protein Aeh1p141
NP_944024.1:hypothetical protein Aeh1p146
NP_944030.1:hypothetical protein Aeh1p152
NP_944046.1:hypothetical protein Aeh1p168
NP_944051.1:hypothetical protein Aeh1p173
NP_944064.1:hypothetical protein Aeh1p186
NP_944066.1:hypothetical protein Aeh1p188
NP_944067.1:hypothetical protein Aeh1p189
NP_944069.1:hypothetical protein Aeh1p191
NP_944085.1:gp5.1 conserved hypothetical protein
NP_944097.1:hypothetical protein Aeh1p219
NP_944137.1:hypothetical protein Aeh1p259
NP_944157.1:hypothetical protein Aeh1p279
NP_944181.1:hypothetical protein Aeh1p303
NP_944182.1:hypothetical protein Aeh1p304
NP_944192.1:hypothetical protein Aeh1p314
NP_944249.1:hypothetical protein Bcep22_gp21
NP_944253.2:DNA methyltransferase
NP_944261.1:transposase
NP_944350.1:gp41
NP_944351.1:gp42
NP_944364.1:gp55
NP_944853.1:hypothetical protein Felix01p075
NP_944900.1:tail assembly chaperone
NP_944933.1:hypothetical protein Felix01p154
NP_945076.1:gp45
NP_945077.1:gp46
NP_945090.1:MFS transporter
NP_945108.1:gp77
NP_955001.1:ORF.70
NP_955480.1:hypothetical protein PBI_CHE9D_100
NP_958068.1:tail terminator
NP_958085.1:DUF2511 domain-containing protein
NP_958131.1:gp26
NP_958169.1:tail protein
NP_958196.1:Lar-like restriction alleviation protein
NP_958201.1:abc2 anti-RecBCD
NP_958208.1:CIII anti-termination
NP_958222.1:gene 47 protein
NP_958230.1:IS3 family transposase
NP_958237.1:Rz-like spanin
NP_958244.1:cro-like repressor
NP_958259.1:hypothetical protein VWBp17
NP_958628.1:77ORF046
NP_958634.1:77ORF065
NP_958642.1:77ORF151
NP_958643.1:DUF4393 domain-containing protein
NP_958665.1:RinB-like transcriptional activator
NP_958677.1:tail protein
NP_958678.1:tail protein
NP_958713.1:Bbp44
YP_001004278.1:hypothetical protein phiETA2_gp18
YP_001004301.1:small terminase
YP_001004316.1:tail protein
YP_001004356.1:hypothetical protein phiETA3_gp27
YP_001004373.1:dCMP hydroxymethylase
YP_001004376.1:hypothetical protein phiETA3_gp47
YP_001004377.1:head-tail adaptor
YP_001004392.1:tail associated cell-wall hydrolase
YP_001039704.1:hypothetical protein BcepF1.020
YP_001039860.1:hypothetical protein VPVV882_gp49
YP_001039871.1:CII-like transcriptional activator
YP_001039882.1:putative phage-related protein
YP_001110735.1:hypothetical protein phiC2p17
YP_001110737.1:hypothetical protein phiC2p19
YP_001110745.1:rhodanese-related sulfurtransferase
YP_001110755.1:hypothetical protein phiC2p39
YP_001110756.1:hypothetical protein phiC2p40
YP_001110771.1:hypothetical protein phiC2p56
YP_001110797.1:hypothetical protein phiC2p82
YP_001110838.1:head fiber protein
YP_001110853.1:tail length tape measure protein
YP_001111045.1:gp14
YP_001111048.1:gp17
YP_001111073.1:Rz-like spanin
YP_001111076.1:holin
YP_001111086.1:gp7
YP_001111115.1:lipoprotein
YP_001111124.1:gp45
YP_001111134.1:gp55
YP_001111140.1:Holliday junction resolvase
YP_001111144.1:gp65
YP_001111161.1:transcriptional repressor
YP_001218822.1:hypothetical protein PP119X_gp20
YP_001218824.1:hypothetical protein PP119X_gp23
YP_001285321.1:DUF739 family protein
YP_001285326.1:hypothetical protein SPV-80A_gp12
YP_001285374.1:hypothetical protein SPV-80A_gp60
YP_001285387.1:hypothetical protein SPV-80A_gp73
YP_001285455.1:tail fiber protein
YP_001285467.1:structural protein
YP_001285493.1:gp04
YP_001285497.1:gp08
YP_001285513.1:gp24
YP_001285514.1:gp25
YP_001285552.1:gp62
YP_001285560.1:gp70
YP_001285571.1:gp81
YP_001285595.1:collagen like minor tail
YP_001285626.1:hypothetical protein phiO18_3
YP_001285692.1:p23
YP_001285720.1:p54
YP_001285773.1:PfWMP3_08
YP_001285787.1:PfWMP3_22
YP_001293447.1:hypothetical protein ORF040
YP_001294457.1:hypothetical protein ORF040
YP_001294461.1:tail protein
YP_001294480.1:hypothetical protein ORF063
YP_001294482.1:hypothetical protein ORF065
YP_001294485.1:hypothetical protein ORF068
YP_001294512.1:hypothetical protein ORF004
YP_001294528.1:hypothetical protein ORF020
YP_001294529.1:Rz-like spanin
YP_001294556.1:hypothetical protein ORF048
YP_001294565.1:hypothetical protein ORF057
YP_001294568.1:hypothetical protein ORF060
YP_001294580.1:hypothetical protein ORF072
YP_001294588.1:hypothetical protein ORF080
YP_001294590.1:hypothetical protein ORF082
YP_001294594.1:glutamine amidotransferase
YP_001294630.1:hypothetical protein ORF037
YP_001294635.1:head fiber protein
YP_001294638.1:hypothetical protein ORF045
YP_001294658.1:hypothetical protein ORF065
YP_001294808.1:tail assembly chaperone
YP_001294828.1:HTH DNA binding protein
YP_001294861.1:membrane protein
YP_001294862.1:Rz-1
YP_001294867.1:BcepNY3gp29
YP_001294871.1:BcepNY3gp33
YP_001294873.1:BcepNY3gp35
YP_001294875.1:BcepNY3gp37
YP_001294887.1:BcepNY3gp49
YP_001294896.1:BcepNY3gp58
YP_001429882.1:hypothetical protein SPTP3101_p47
YP_001429884.1:tail family protein
YP_001429890.1:hypothetical protein SPTP3101_p55
YP_001429903.1:hypothetical protein SPTP3102_p09
YP_001429904.1:hypothetical protein SPTP3102_p10
YP_001429906.1:DUF2513 domain-containing protein
YP_001429921.1:virulence associated
YP_001449239.1:excisionase
YP_001449256.1:anti-termination protein N-like
YP_001449257.1:hypothetical protein PBV4795_ORF20
YP_001449258.1:transcriptional regulator
YP_001449283.1:holin
YP_001449287.1:hypothetical protein PBV4795_ORF50
YP_001449317.1:T3SS secreted effector Ibe
YP_001449322.1:RecA filament binding protein DinI
YP_001456734.1:gp4
YP_001456738.1:head-tail adaptor
YP_001467854.1:hypothetical protein P23p1
YP_001467904.1:ATP-dependent protease
YP_001467955.1:hypothetical protein P23p102
YP_001467967.1:hypothetical protein P23p114
YP_001467977.1:hypothetical protein P74p7
YP_001468021.1:hypothetical protein P74p51
YP_001468030.1:WD40 repeat protein
YP_001468039.1:hypothetical protein P74p69
YP_001468456.1:gp76
YP_001468461.1:gp81
YP_001468487.1:gp107
YP_001468490.1:gp110
YP_001468507.1:gp127
YP_001468510.1:gp130
YP_001468534.1:gp154
YP_001468540.1:gp160
YP_001468553.1:gp173
YP_001468564.1:gp184
YP_001468565.1:gp185
YP_001468567.1:gp187
YP_001468572.1:gp2
YP_001468574.1:gp4
YP_001468605.1:gp35
YP_001468614.1:gp44
YP_001468618.1:tRNA amidotransferase
YP_001468621.1:gp51
YP_001468623.1:gp53
YP_001468624.1:metal-dependent phosphohydrolase
YP_001468637.1:hemolysin
YP_001468638.1:gp68
YP_001468667.1:MazF-like growth inhibitor
YP_001468692.1:gp53
YP_001468916.1:gp14
YP_001468922.1:gp20
YP_001468925.1:nucleotide pyrophosphohydrolase
YP_001468942.1:tail protein
YP_001468943.1:gp41
YP_001468945.1:tail assembly chaperone
YP_001469073.1:transglycosylase (endogenous virus)
YP_001469106.1:membrane protein (endogenous virus)
YP_001469123.1:gp124 (endogenous virus)
YP_001469137.1:hypothetical protein PMV22_orf10
YP_001469150.1:hypothetical protein PMV22_orf21a
YP_001469164.1:hypothetical protein PMV22_orf37
YP_001469167.1:hypothetical protein PMV22_orf40
YP_001469176.1:tail assembly chaperone
YP_001469262.1:hypothetical protein PBI_TWEETY_29
YP_001469295.1:hypothetical protein PBI_TWEETY_62
YP_001469310.1:hypothetical protein PBI_TWEETY_77
